ID,Title,PostCode,Suburb,Street Address,Postal Address,Telephone,Alt Telephone,Fax,Email,Website,Description,Longitude,Latitude,Can drop off?,EPA licence
1323,Maxitech Computer Supplies,5031,Thebarton,"Unit 1  27 Bennett Sreet, Thebarton 5031",Unit 1  27 Bennett Street Thebarton 5031,(08) 8354 0305,NULL,(08) 8354 0625,sales@maxitech.com.au,http://www.maxitech.com.au,Opening Mon-Fri 9am-5pm. Maxitech recycle all Inkjet and Toner Cartridges and all affiliated products including photocopier bottles and packaging.,138.5680,-34.9158,1,NA
1313,McLaren Vale Mitre10,5171,McLaren Vale,"217 Main Road, Mclaren Vale 5171",,(08) 8323 8071,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,0.0000,0.0000,1,
1324,McLaren Vale Recycling Centre,5171,McLaren Vale,"Unit 6  229 Main Road, McLaren Vale  5171",Unit 6  229 Main Road McLaren Vale  5171,(08) 8323 9441,(08) 8381 6934,NULL,NULL,NULL,"Opening hours Mon-Fri 8:30am-4pm,Saturday 8:30am-1pm. Closed public holidays. McLaren Vale Recycling Centre recycles all Container Deposits  batteries  Newspaper  plastic bottles (except for polystyrene and LDPE 4)  and ferrous metal.",0.0000,0.0000,0,
1325,Meningie Bottle and Can,5264,Meningie,"Cnr Princes Highway & Yumali Road, Meningie 5264",55 Thomas Street Murray Bridge 5253,(08) 8532 4551,NULL,(08) 8532 5440,NULL,NULL,For opening hours please give us a ring.,0.0000,0.0000,1,NA
1326,Messrs L & S Oldfield,5733,Marree,"Railway Terrace, Marree 5733",Care of the post office at Marree,(08) 8675 8352,NULL,(08) 8675 8396,NULL,NULL,Opening hours Mon-Fri 8am-3pm,138.0650,-29.6465,1,NA
1327,Metal Cycle,5290,Mount Gambier,"19 Avey Road, Mount Gambier  5290",19 Avey Road Mount Gambier  5290,(08) 8723 2523,(08) 8723 0222,(08) 8724 8663,NULL,NULL,"Opening hours Mon-Fri 8:00am-4:30pm. Metal Cycle recycles non ferrous and ferrous metal, household White Goods, farm clean outs,  old car removal, bin services, truck, crane hire.",140.7520,-37.8217,1,28662
1328,Mid Murray Council - Cambrai Landfill,5353,Cambrai,"1065 Gerschwitz Road, Cambrai 5353","PO Box 28, Mannum  SA  5238",(08) 8569 0100,NULL,(08) 8569 1931,postbox@mid-murray.sa.gov.au,http://www.mid-murray.sa.gov.au,"Opening Hours: Sunday 9am-12noon, Wednesday 2pm-5pm.",139.2820,-34.6522,1,1931
1329,Mid Murray Council - Mannum Landfill,5238,Mannum,"595 Belvedere Road, Mannum 5238",PO Box 28 Mannum 5238,(08) 8569 0100,NULL,(08) 8569 1931,postbox@mid-murray.sa.gov.au,http://www.mid-murray.sa.gov.au,"Opening hours Sat 9am-12noon, Sun 10am-1pm, Mon, Tues 2pm-5pm, Thurs 8am-11am, Fri 3pm-5pm.",139.2950,-34.9268,1,2032
1330,Milang Environmental Centre,5256,Milang,"Corner Weeroona Drive Jupiter Street, Milang 5256",PO Box 21 Goolwa 5214,(08) 8537 0201,NULL,(08) 8555 3603,alex@alexandrina.sa.gov.au,http://www.alexandrina.sa.gov.au,Milang Environmental Centre recycle compost material  tree prunings  steel  Container Deposits  Hard Plastic  Non-deposit Glass  batteries  paper and cardboard and Used Motor Oil. The centre is volunteer run by the Milang 2005 group.,138.9760,-35.4017,1,
1331,Millicent Bottle & Can Centre,5280,Millicent,"2 Boandik Drive, Millicent 5280",PO Box 91 Mount Burr 5279,(08) 8733 4926,NULL,(08) 8733 4926,carlasutherland@dodo.com.au,NULL,"Opening hours Mon, Tues, Thurs, Fri 9am-5pm. Shut between 12noon-1pm for lunch. Saturday 9am-12noon. Millicent Bottle and Can Centre recycles all Container Deposits.",140.3250,-37.5892,1,05/18878
1332,Minlaton Transport WA & MJ Cadd,5575,Minlaton,"3 Fifth Street, Minlaton 5575",PO Box 179 Warooka 5577,(08) 8854 5071,0428 836 446,(08) 8853 2656,NULL,NULL,Opening hours Mon-Fri 9am-12noon. Not open on Public Holidays.,137.5920,-34.7723,1,NA
1333,Minlaton Warooka Transport,5577,Warooka,"7 Fourth Street, Warooka 5577",PO Box 179 Warooka 5577,(08) 8854 5071,0428 836 446,(08) 8854 5071,NULL,NULL,"Opening hours Mon-Fri 8am-12noon, 1:30pm-4:00pm. Not open on Public Holidays.",137.4000,-34.9912,1,NA
1101,Mitre 10 Glenunga ,5064, Glenunga,"499 Portrush Road,  Glenunga 5064",NULL,(08) 8379 9866,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.6430,-34.9472,1,NULL
1334,Mitre 10 Handy Aberfoyle Park,5159,Aberfoyle Park,"7 Park Avenue, Aberfoyle Park 5159",,(08) 8270 5270,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.5900,-35.0746,1,
1314,Mitre 10 Handy Berri,5343,Berri,"Vaughan Terrace, Berri 5343",,(08) 8582 3333,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,140.6010,-34.2846,1,
1113,Mitre 10 Handy Hahndorf,5245,Hahndorf,"106 Main Road, Hahndorf 5245",,(08) 8388 7655,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.8020,-35.0203,1,
1335,Mitre 10 Handy Happy Valley,5159,Happy Valley,"Cnr Kenihans & Regency Roads, Happy Valley 5159",,(08) 8387 6855,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.5630,-35.0824,1,
1280,Mitre 10 Handy Loxton,5333,Loxton,"Bookpurnong Road, Loxton 5333",,(08) 8584 7211,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,140.5860,-34.4421,1,
1119,Mitre 10 Handy MoontaLot,5558,Moonta,"4 Military Road, Moonta 5558",,(08) 8825 2333,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,137.5980,-34.0697,1,
1297,Mitre 10 Handy Renmark,5341,Renmark,"237 Renmark Avenue, Renmark 5341",,(08) 8586 6722,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,140.7420,-34.1787,1,
1134,Mitre 10 Mt Gambier,5290, Mount Gambier,"Corner Commercial St West & White Ave,  Mount Gambier 5290",NULL,(08) 8725 3510,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,0.0000,0.0000,1,NULL
1336,MJ & RJ Modra,5582,Stansbury,"7 Brentwood Road, Stansbury 5582",7 Brentwood Road Stansbury 5582,(08) 8852 4135,NULL,NULL,raelenemodra@dodo.com.au,http://www.stansburyrecycling.websyte.com.au,Opening hours Mon-Fri 9am-4:30pm. Not open on weekends or public holidays. If not available to come during the week please make appointment for Saturday.,137.7840,-34.9081,1,NA
1337,Mobilemuster and Australian Mobile Telcommunications Association (AMTA),2060,North Sydney,"Level 8  71 Walker Street, North Sydney NSW 2060",Level 8  71 Walker Street North Sydney NSW  2060,1300 730 070,(02) 8920 3555,(02) 9929 9809,mobilemuster@amta.org.au,http://www.mobilemuster.org.au,To find your nearest collection point go to www.mobilemuster.org.au or call 1300 730 070 or go to any of the 1900 collection points including Nokia Care Centres  mobile phone retailers  Telstra  Optus  Vodafone  3 Mobile  Crazy Johns  Fone Zone and Allphones  participating local councils and ANZ Branches.  Recycles Mobile Phone Handsets  Batteries  and Accessories. AMTA is the peak industry body representing Australia's mobile telecommunications industry. Its mission is to promote an environmentally and socially economically responsible successful mobile telecommunications industry in Australia. Mobilemuster is the official recycling program of the mobile phone industry. It is funded voluntarily by Nokia  Motorola  Samsung Electronics  LG Electronics  Sharp  Sony  Ericsson  NEC  Panasonic  I-Mate  Force Technology  Telstra  Optus  Vodafone  3 Mobile  Virgin  Mobile and AAPT.,151.2090,-33.8399,1,NA
1338,Mooringe Avenue Bottle Co,5037,North Plympton,"116 Mooringe Avenue, North Plympton 5037",76 Daws Road Edwardstown 5039,(08) 8295 4822,(08) 8277 5588,(08) 8295 4822,rawlings@internode.on.net,http://www.recyclerssa.com,"Opening hours Mon- Fri 8:30am-5:00pm, Sat 8:30am- 1:00pm, Sun 10:00am-2:00pm. Recycles Container Deposits  batteries  scrap metals  cardboard.",138.5410,-34.9598,1,2267
1339,Mount Barker Bottle & Can Recycling Depot,5251,Mount Barker,"39 Seker Road, Mount Barker  5251",PO Box 498 Mount Barker  5251,(08) 8391 2700,NULL,(08) 8391 2700,bottlo@adam.com.au,http://www.mtbarkerrecycle.com.au/,"Opening hours Mon-Fri 8:30am- 4:30pm, Saturday 8:00am-1:00pm. Closed Sunday and Public Holidays. Mount Barker Bottle and Can Recycling Depot recycles all Container Deposits and Non-deposit Glass, Plastics (1,2,3), Newspaper (bundled only), Non-ferrous Metal.",0.0000,0.0000,1,15228
1298,Mount Barker Mitre 10,5251,Mount Barker,"1A Secker Rd, Mount Barker 5251",NULL,(08) 8391 0533,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.8740,-35.0753,1,
1340,Mount Laura Waste & Recycle Depot,5600,Whyalla,"Iron Knob Road (Mount Laura Landfill Site), Whyalla 5600",PO Box 126 Whyalla 5600,(08) 8645 5016,(08) 8640 3444,(08) 8645 0155,council@whyalla.sa.gov.au,http://www.whyalla.sa.gov.au,"Recycles Used Motor Oil. Protective foot wear must be worn. NO EFPOS facilities. Cash or account (upon approval). Open Monday-Friday 8:30am-4:30pm, Saturday-Sunday 10:00am-4:00pm and some Public Holidays. Price list available at landfill, website or main office.",0.0000,0.0000,1,243
1341,Mulhern's Waste Oil Removal Pty Ltd,5013,Wingfield,"34-42 Wing Street, Wingfield 5013",34-42 Wing Street Wingfield 5013,(08) 8244 4077,NULL,(08) 8244 6004,mulhern@mulhernwaste.com.au,http://www.mulhernoil.com.au,Opening hours Mon-Fri 8:00am-5:00pm. Mulhern's Waste Oil Removal recycles waste oil. Waste oil and filters can be dropped off at the depot at no charge to be recycled. The product should be kept in its original container with the label intact for identification purposes.,138.5600,-34.8365,1,740
1342,Murray Bridge M10 Solutions,5253,Murray Bridge,"2 Sixth Street, Murray Bridge 5253",NULL,(08) 8532 1633,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,139.2760,-35.1183,1,
1343,Murray Bridge Recycling,5253,Murray Bridge,"55 Thomas Street, Murray Bridge 5253",55 Thomas Street Murray Bridge  5253,(08) 8532 4551,NULL,(08) 8532 5440,NULL,NULL,"Opening hours Mon-Fri 8:30am-5:30pm, Sat 8:30am-12:30pm. Accepts all Container Deposits  aluminium  steel tins  Non-deposit Glass  batteries  paper  cardboard  Newspaper",139.2610,-35.1224,1,NA
1344,Murray Street Metro Pty Ltd t/as Metro Waste,5031,Thebarton,"19 Murray Street, Thebarton 5031",19 Murray Sreet Thebarton 5031,(08) 8443 8827,NULL,(08) 8354 3229,info@metrowaste.com.au,NULL,Open 7 days a week 8am-5pm.,138.5690,-34.9128,1,18542
1345,Murray Town Recycling,5481,Murray Town,"Tinline Road, Murray Town  5481",PO Box 46 Murray Town  5481,0429 664 218,NULL,NULL,mtrec63@gmail.com,NULL,"Opening hours Tues 9:30am-12:30pm, 2:00pm-5:00pm, Fri 9:30am- 12:30pm, Sat 10:00am-12noon. Recycles all Container Deposits  Non-deposit Glass  plastic (both soft and hard) and Glass.",138.2400,-32.9358,1,NA
1346,Murrayview Hardware & Electric,5260,Tailem Bend,"105 Railway Terrace, Tailem Bend 5260",,(08) 8572 3886,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,0.0000,0.0000,1,
1347,Naracoorte Lucindale Council Transfer Station,5271,Naracoorte,"Blackwell Road, Naracoorte 5271","PO Box 555, Naracoorte 5271",(08) 8760 1100,NULL,(08) 8762 2058,council@nlc.sa.gov.au,http://www.naracoortelucindale.sa.gov.au,"Opening hours Mon-Fri 9am-1pm, Sat, Sun 1pm-4pm. Note that drummuster is held twice a year. Please contact Council for any enquiries.",140.7670,-36.9738,1,EPA 246
1348,Naracoorte Recycables,5271,Naracoorte,"Lot 10 Brighton Drive, Naracoorte 5271",PO Box 1384 Naracoorte 5271,(08) 8762 3656,NULL,(08) 8762 3688,naracoorterecycable@bigpond.com,NULL,"Opening hours Mon-Fri 9:00am- 5:00pm, Sat 8:30am-11:30am. Naracoorte Recyclable Centre recycles all Container Deposits  Non-deposit Glass  cardboard  paper  non-deposit plastic  ferrous metal  Non-ferrous Metal  car and truck  batteries.",0.0000,0.0000,1,15792
1349,Newton Bottle Yard,5074,Newton,"6 Antonio Court, Newton 5074",6 Antonio Court Newton 5074,(08) 8336 7476,0418 844 876,(08) 8336 7476,holmespt@senet.com.au,NULL,"Opening hours Mon-Fri 8:30am-5:30pm, Sat 8:00am-3:00pm, Sun 9:00am-2:00pm. Recycles all Container Deposits and Non-deposit Glass",138.6870,-34.8804,1,NA
1350,Nildottie Store,5238,Nildottie,"4064 Hunter Rd, Nildottie 5238","PO Box 84, Nildottie 5238",(08) 8570 1053,NULL,(08) 8570 1020,NULL,NULL,"Opening hours Mon-Fri 8:30am-5:30pm, Sat, Sun 9:00am- 5:30pm. Nildottie Store recycles all Container Deposits.",139.7190,-34.7146,1,NA
1299,Normanville Mitre 10,5204,Normanville,"2 Mary Street, Normanville 5204",,(08) 8558 3100,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.3200,-35.4465,1,
1351,Normetals Recycling,5013,Ottoway,"255 Grand Junction Road, Ottoway 5013",PO Box 2 Port Adelaide Business Centre 5015,(08) 8240 0066,NULL,(08) 8447 5599,dave@normetals.com,NULL,Normetals recycles all scrap metals.,138.5400,-34.8507,1,EPA 14879
1352,Northern Areas Council,5491,Jamestown,"23 George Street, Jamestown 5491",PO Box 120 Jamestown 5491,0418 898 244,(08) 8664 1139,(08) 8664 1085,ceo@nacouncil.sa.gov.au,http://www.nacouncil.sa.gov.au,Recycles paper and cardboard. Open Mon - Fri 7:30am to 4pm.,138.6040,-33.1983,1,NA
1353,Northern Areas Council - Boxers Recycling Centre,5491,Jamestown,"Boundary Road, Jamestown 5491",PO Box 120 Jamestown 5491,(08) 8664 1139,NULL,(08) 8664 1085,ceo@nacouncil.sa.gov.au,http://www.nacouncil.sa.gov.au,Recycles all Container Deposits  aluminium cans  Glass  milk  juice cartons and plastic. Open Monday 9am-12pm  Thursday 9am-12pm and 1pm-5pm  Saturday 9am-11.30am. Not open Public Holidays. The council also does recycling of waste motor oil at 3 different places - Box's Recycling Centre  Jamestown Works Depot and Gladstone Refuse site.,138.5970,-33.1961,1,NA
1354,Northern Areas Council - Gladstone Senior Citizens Group,5491,Gladstone,"Bondowie Street, Gladstone 5491 (Opposite Council Depot)",PO Box 120 Jamestown 5491,(08) 8662 2377 (Peter Symons),(08) 8664 1139,(08) 8664 1085,ceo@nacouncil.sa.gov.au,http://www.nacouncil.sa.gov.au,Recycles paper. Collection first day of each month.,136.2090,-30.0002,1,NA
1355,Northern Areas Council - Gladstone Waste Depot,5473,Gladstone,"Gladstone/Huddleston Road, Gladstone 5473",PO Box 120 Jamestown 5491,(08) 8662 2018,(08) 8664 1139,(08) 8662 2394,ceo@nacouncil.sa.gov.au,http://www.nacouncil.sa.gov.au,Recycles Used Motor Oil. Open Sunday 9am-4pm and Wednesday 9am-1pm,138.3140,-33.3031,1,2021
1356,Northern Areas Council - Jamestown Works Depot,5491,Jamestown,"Reservoir Terrace, Jamestown 5491",PO Box 120 Jamestown 5491,(08) 8664 1139,NULL,(08) 8664 1085,ceo@nacouncil.sa.gov.au,http://www.nacouncil.sa.gov.au,Recycles Used Motor Oil. Open Mon - Fri 9am to 4pm.,0.0000,0.0000,1,NA
1357,Northern Saints Recycling Depot,5723,Coober Pedy,"Lot 787 Flathill Road, Coober Pedy 5723",PO Box 882 Coober Pedy 5723,(08) 8672 3135,0448 152 437,NULL,NULL,NULL,"Opening hours Tues, Wed, Thurs, Fri, Sat 9am-1pm. Closed Sunday and Monday.",0.0000,0.0000,1,
1358,Northern Windmills and Agencies,5431,Orroroo,"26 Second Street, Orroroo 5431",PO Box 37 Orroroo 5431,(08) 8658 1206,0428 857 795,(08) 8658 1507,norwind@bigpond.com,NULL,"Opening hours Mon-Fri 9:30am-5:00pm, closed for lunch 12:30pm-1:30pm.",138.6130,-32.7342,1,
1359,NRP Group Pty Ltd,5013,Ottoway,"11 Duncan Court, Ottoway 5013",PO Box 425 Hastings VIC 3915,(08) 8240 3464,0417 856 811,(08) 8240 3464,NULL,NULL,"Opening hours Mon- thuds 7:00am - 3:30pm, Fri 7:00am-1:00pm. Recycles Wooden Pallets and plastics (soft and hard).",138.5430,-34.8493,1,NA
1360,Oaklands Road Bottle Co,5044,Somerton Park,"59 Oaklands Road, Somerton Park 5044",76 Daws Road Edwardstown 5039,(08) 8294 7659,(08) 8277 5588,(08) 8294 7659,rawlings@internode.on.net,NULL,"Opening hours Mon-Fri 8:30-5pm, Saturdays 8:30am-1pm, Sunday 10:00am-2pm. Recycles Container Deposits  Non-deposit Glass and plastic  and cardboard.",0.0000,0.0000,1,2266
1361,Old Red Brick Co.,5009,Beverley,"165 William Street, Beverley 5009","165 William Street, Beverley",(08) 8347 2419,NULL,(08) 8347 2144,info@oldredbrickco.com.au,http://www.oldredbrickco.com.au,"Opening hours Mon-Fri 8am-5pm, Sat 8am-4pm. To arrange a pick up or drop off please call in advance.",0.0000,0.0000,1,NA
1362,Onesteel Recycling,5013,Gillman,"118-126 Bedford Street, Gillman 5013",PO Box 3156 Port Adelaide 5015,(08) 8347 9288,(08) 8447 4488,(08) 8447 5430,beatond@onesteel.com,http://www.onesteel.com.au,Opening hours Mon-Fri 7:30am-4:30pm. Onesteel Recycling is committed to the ongoing minimization of landfill dumping by recycling unwanted scrap metal waste.,0.0000,0.0000,1,EPA 13935
1363,Onesteel Recycling,5015,Port Adelaide,"Berth 20 Morialta Road, Port Adelaide 5015",PO Box 3156 Port Adelaide 5015,(08) 8447 4488,NULL,(08) 8447 5430,beatond@onesteel.com,http://www.onesteel.com.au,Opening hours Mon-Fri 7:30am-4:30pm. Recycling of all steel products.,0.0000,0.0000,1,EPA 13986
1364,Onkaparinga Waste and Recycling Management,5244,Woodside,"28 Henry Street, Woodside 5244",PO Box 339 Woodside 5244,1300 092 743,(08) 8389 7561,NULL,onka@picknowl.com.au,http://www.hopskipanddump.com.au,"Mon-Fri 9:00am-4:00pm, Sun 12noon-4pm. Closed Saturday.",138.8870,-34.9368,1,14773
1365,Oodnadatta Traders Pty Ltd (Oodnadatta Roadhouse),5734,Oodnadatta,"Ikaturka Terrace, Oodnadatta 5734",Post Office Oodnadatta 5734,(08) 8670 7822,NULL,(08) 8670 7831,adamplate@bigpond.com,http://www.biziworks.com.au,Oodnadatta Roadhouse recycles all Container Deposits  Glass  plastic and cans.,0.0000,0.0000,1,
1366,Orroroo Refuse Dump,,NULL,RM Williams Way,NULL,(08) 8658 1260,NULL,NULL,NULL,NULL,"Open Wednesday 3pm-5pm, Friday 1pm-3pm and Sunday 10am-2pm.",0.0000,0.0000,0,NULL
1367,Owen Recycling,5460,Owen,"18 Railway Terrace, Owen 5460",18 Railway Terrace Owen 5460,0428 890 107,(08) 8528 6307,(08) 8528 6307,boris@rbe.net.au,NULL,"Opening hours Wed 10am-1pm, Wed 10am-5pm, Sat 10am-1pm.",138.5450,-34.2696,1,NA
1368,P & T Recycling - Seaford,5169,Seaford,"42-46 Seaford Road, Seaford 5169",42-46 Seaford Road Seaford 5169,(08) 8386 0988,0419 811 854,(08) 8386 2822,philip.ptrecycling@bigpond.com.au,NULL,"Opening hours Mon-Fri 8:30am-5:00pm, Sat 8:30am-2:00pm, Sun 10:00am-2:00pm. Accepts Container Deposits  Non-deposit Glass  plastic (soft and hard)  Newspaper and cardboard  ferrous and Non-ferrous Metal.",138.4720,-35.1814,1,10304
1372,Paper to Paper,2103,Mona Vale,Mona Vale,2103,1300 727 377,(02) 9998 2300       ,(02) 9998 2399,info@papertopaper.com.au,http://www.papertopaper.com.au,"Paper To Paper Pty Ltd was established in 1980. Promoting and supporting the reduction of paper waste. Paper To Paper is a pro-active initiative for paper recovery from government and commercial premises for reprocessing. An on demand courier collection of confidential materials for destruction is also available from All Express Destruction. Patented 3 in 1 recycling receptacles are available nationwide to enhance recovery of paper, beverage and food waste.",151.3030,-33.6780,0,
1373,Paramount Browns,5094,Cavan,"99 Cavan Road, Cavan 5094",99 Cavan Road Cavan 5094,(08) 8260 6333,NULL,(08) 8349 4962,alfiebrown@paramountbrowns.com.au,http://www.paramountbrowns.com.au,"Opening hours Mon-Fri 7:30am-4:30pm, Sat 7:30am-11:30pm. Our Scrap Metal Recycling operation offers a public weighbridge facility and unloading of scrap metal with our state of the art fleet of machines. All Scrap Metal is sorted and graded by our friendly staff and payment can be made at the completion of each transaction. Paramount Browns also offer a bin service with our brand new fleet of trucks and bins.",138.5930,-34.8402,1,19502
1374,Parham Feeding Services Gumeracha,5233,Gumeracha,"482 Torrens Valley Road (formely Birdwood Road), Gumeracha 5233",PO Box 114 Birdwood 5234,(08) 8389 1300,NULL,(08) 8389 1900,NULL,NULL,"Opening hours Mon-Fri 8:45am-5:00pm, Sat 8:45am-12:30pm.",138.8830,-34.8251,1,NA
1375,Peats Soils & Garden Supplies,5172,Whites Valley,"22 Flour Mill (formerly Aldinga Road), Whites Valley 5172",PO Box 66 Willunga 5172,(08) 8556 5295,NULL,(08) 8557 7550,admin@peatssoil.com.au,http://www.peatssoil.com.au,EPA licensed composting site specialising in the processing of green organics collected from councils and private contractors. Composted materials are sold through the commercial and retail market.,0.0000,0.0000,0,2121
1376,Penola Recycling Depot,5277,Penola,"4 Riddoch Street, Penola 5277",2 Davis Crescent Penola 5277,(08) 8737 2447,0412 660 174,NULL,williamsmakl@bigpond.com,NULL,"Opening hours Tues 9:00am-3:00pm, Wed 10:am-6:00pm, Thurs, Fri 9:00am- 3:00pm. Open first Saturday of the month from January to September and every Saturday from October- December 9am- 11am. Penola Recycling recycles all Container Deposits and non deposit plastic. After hours telephone number 0412 660 174",140.8320,-37.3815,1,NA
1369,Pink's Mitre 10 Handy,5453,Clare,"281 Main North Road, Clare 5453",,(08) 8842 2644,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,138.6110,-33.8323,1,
1377,Pinnaroo Collection Cenre (JA Ribbons),5304,Pinnaroo,"8 McIntosh Avenue, Pinnaroo 5304","19 Railway Terrace, Pinnaroo 5304",(08) 8577 8196,0408 848 338,(08) 8577 8196,jribbon65@hotmail.com,NULL,"Opening hours Wed Thurs Fri 9am-5pm, Sat 9am-12noon",0.0000,0.0000,1,NA
1378,Pirie Bottle & Scrap Metal,5540,Port Pirie,"Port Broughton Road, Port Pirie 5540",PO Box 749 Port Pirie 5540,(08) 8632 1375,0417 836 499,(08) 8632 1375,NULL,NULL,Opening hours Mon-Fri 8:00am-5:00pm. We are closed on weekends.,0.0000,0.0000,1,11627
1379,PK Country,5108,Salisbury Downs,Salisbury Downs,PO Box 2176 Salisbury Downs  5108,(08) 8262 1333,0417 882 750,(08) 8262 7699,NULL,NULL,Metal recyclers specialising in farm cleanups in the Murray Mallee  Riverland and the South East districts.,0.0000,0.0000,0,NA
1380,Plastic Recyclers Australia Pty Ltd (Factory Address),5540,Port Pirie,"26 Albert Terrace, Port Pirie 5540",67 Payneham Road College Park 5069,(08) 8362 4887,NULL,(08) 8362 7271,admin@plasticrecyclers.com.au,http://www.plasticrecyclers.com.au,Recycles most plastics excepting PVC  Polystyrene Acyte. Our Factory site is a production facility. We only accept plastic by arrangement and reserve the right to decide whether it meets our needs. We are not a recycling depot. Should individuals have suitable plastic they are invited to contact us first. We encourage business in SA who have large tonnage of waste plastic that may be suitable for our production process to contact us to discuss options.,138.0160,-33.1884,1,
1381,Pooraka Bottle & Can Recycling Ltd,5095,Pooraka,"10-12 Ween Road, Pooraka 5095",10-12 Ween Road Pooraka 5095,(08) 8262 3666,0409 563 664,(08) 8262 9169,poorakarecycling@adam.com.au,NULL,"Opening hours 7 days a week 8:30am-4:30pm. Recycles Container Deposits, plastics,  batteries, Non-deposit Glass (bottles only) and metals.",138.6380,-34.8202,1,could not find
1382,"Port Augusta Resource Recovery Centre, Waste Management Pacific (SA) Pty Ltd",5700,Port Augusta,"Footner Road, Port Augusta 5700",PO Box 2486 Dry Creek 5094,(08) 8643 6975,NULL,(08) 8643 6857,geoffrey.webster@transpac.com.au,http://www.transpacific.com.au,"Opening Hours: Mon-Fri 8:00am-4:00pm, Sat 8:00am-2:00pm, Sun/Public Holidays 12:00pm-4:00pm",137.8080,-32.5085,1,27462
1383,Port Lincoln Mitre 10 Solution,5606,Port Lincoln,"15-19 Lebrun Street, Port Lincoln 5606",,(08) 8682 3077,NULL,NULL,NULL,http://www.mitre10.com.au,NULL,135.8560,-34.7308,1,
1384,Port Neill Recyclers,5604,Port Neill,"Lot 19 Wallis Street, Port Neill 5604",PO Box 111 Arno Bay 5603,0427 762 409,(08) 8628 0085,(08) 8628 0085,carrickr@bigpond.com,NULL,"Opening hours Fri 10am-2pm, Mon 10am-2pm. Closed public holidays.",136.3460,-34.1180,1,NA
1385,Port Pirie Regional Council - Crystal Brook Waste Depot,5523,Crystal Brook,"Binney Road, Crystal Brook 5523",PO Box 45 Port Pirie 5540,(08) 8636 2150,(08) 8633 9777,(08) 8636 2355,council@pirie.sa.gov.au,http://www.pirie.sa.gov.au,"Opening hours Sat 8:30am-11:30am, Wed, Sun 2:20pm-5:30pm.",138.2030,-33.3634,1,15298
1386,Port Pirie Waste Recycling Reuse Centre,5540,Port Pirie,"Lot 502 Three Chain Road, Port Pirie 5540",PO Box 45 Port Pirie 5540,(08) 8636 2150,(08) 8633 9777,(08) 8636 2355,council@pirie.sa.gov.au,http://www.pirie.sa.gov.au,"Opening hours Mon-Fri 8:30am-12noon, 1pm-4pm, Sat, Sun, Public Holidays 8:30am-11:30am.",138.0110,-33.2169,1,238
1387,Prospect Bottle & Can Depot,5082,Prospect,"277 Churchill Road, Prospect 5082",277 Churchill Road Prospect 5082,(08) 8344 2585,NULL,(08) 8344 2585,NULL,NULL,"Opening hours Mon-Fri 8:00am- 4:00pm, Sat 8:00am-12noon. Recycles Container Deposits and Non-deposit Glass.",138.5840,-34.8742,1,NA
1388,PT's Garden & Rubbish Services,5049,Seaview Downs,Seaview Downs,Seaview Downs,0411 882 138,(08) 8296 2205,NULL,NULL,NULL,For a collection quote please call Paul on 0411 882 138. PT's Garden and Rubbish Services is a kerbside recycling contractor. PT's collects general waste  scrap metal (including White Goods) and green organics in the Onkaparinga  Holdfast Bay and Marion Council areas.  We also reclaim the ozone depleting gases from refrigeration devices.,138.5390,-35.0296,0,truck license no: 28002 linked to Lonsdale depot
1389,Quorn Recycling,5433,Quorn,"Arden Vale Road, Quorn 5433",PO Box 5 Quorn 5433,(08) 8648 6749,0427 486 749,(08) 8648 6749,rpfinlay@internode.on.net,NULL,"Opening hours Tues, Thurs, Fri 3:30pm-5:00pm, Sat 8:30am-11:30am. Closed Public Holidays. Recycles all Container Deposits  Glass  aluminium cans  plastic  milk and juice cartons.",138.0150,-32.3054,1,EPA 05/5068
1390,Recycling 4 Rebuilding,5082,Ovingham,"37 Toronto Street, Ovingham 5082",37 Toronto Street Ovingham 5082,0407 392 380,NULL,NULL,jasmine.micklem@gmail.com,http://www.myspace.com/recycling4rebuilding,Free collection of containers in Adelaide and surrounding suburbs. To organise pick up or drop off please call in advance.  All proceeds to microfinance via KIVA to help people to develop their economies in developing countries.,138.5870,-34.8964,1,NA
1391,Regional Council of Goyder- Burra Transfer Station,5417,Burra,"Off Commercial Street, Burra 5417","1 Market Square, Burra 5417",(08) 8892 0100,NULL,(08) 8892 2467,NULL,http://www.goyder.sa.gov.au,"Open Sun, Tues and Thurs 2pm-3pm",138.9350,-33.6845,1,
