Location no.,Name,,Address 1 formatted postal,Address 2 formatted physical,phone,fax,contact,email,portfolio code,enrol FTE,Description
0280,Moorook Primary School,,"PO Box 36, Moorook SA 5332","Wachtel Rd, Moorook SA 5332",(08) 8583 9284,(08) 8583 9201,Ms Sonya Warren,dl.0280.Admin@schools.sa.edu.au,01,30,Primary Schools
0282,Morgan Primary School,,,"Fourth Street, Morgan SA 5320",(08) 8540 2102,(08) 8540 2217,Ms Kellie Zadow,dl.0282.Admin@schools.sa.edu.au,01,43,Primary Schools
1188,Morphett Vale East School R-7,,,"Monarch Street, Morphett Vale SA 5162",(08) 8382 4311,(08) 8326 3513,Mr Grant Ley,dl.1188.Admin@schools.sa.edu.au,17,308,Primary Schools
1906,Morphett Vale Primary School,,,"Lawrence Street, Morphett Vale SA 5162",(08) 8186 5064,(08) 8326 3521,Mr Stan Hagias,dl.1906.Admin@schools.sa.edu.au,17,266,Primary Schools
0285,Mount Barker Primary School,,,"2A Dumas Street, Mount Barker SA 5251",(08) 8391 1241,(08) 8391 0586,Mr Riley Smitheram,dl.0285.Admin@schools.sa.edu.au,12,380,Primary Schools
1539,Mount Barker South Primary School,,,"33-45 Princes Road, Mount Barker SA 5251",(08) 8391 1197,(08) 8391 0912,Ms Catherine Cox-Walliss,dl.1539.Admin@schools.sa.edu.au,12,158,Primary Schools
0288,Mount Burr Primary School,,,"Thomas Drive, Mount Burr SA 5279",(08) 8734 8387,(08) 8734 8147,Mrs Anne-Marie Fitzgerald,dl.0288.Admin@schools.sa.edu.au,14,65,Primary Schools
0953,Mount Gambier North Primary School,,,"Heath Street, Mount Gambier SA 5290",(08) 8725 2824,(08) 8725 0029,Ms Jane Turner,dl.0953.Admin@schools.sa.edu.au,14,327,Primary Schools
0293,Mount Pleasant Primary School,,,"22 Hospital Road, Mount Pleasant SA 5235",(08) 8568 2170,(08) 8568 2516,Mr Anthony Wrigley,dl.0293.Admin@schools.sa.edu.au,06,67,Primary Schools
0296,Mount Torrens Primary School,,,"39 Prescott Street, Mount Torrens SA 5244",(08) 8389 4278,(08) 8389 4448,Mr Eddy Spear,dl.0296.Admin@schools.sa.edu.au,06,29,Primary Schools
1650,Mulga Street Primary School,,,"Mulga Street, Mount Gambier SA 5290",(08) 8725 9955,(08) 8725 0080,Mrs Janine Milsop,dl.1650.Admin@schools.sa.edu.au,14,422,Primary Schools
0297,Mundulla Primary School,,,Mundulla SA 5270,(08) 8753 4064,(08) 8753 4191,Mr Johannes Artz,dl.0297.Admin@schools.sa.edu.au,15,81,Primary Schools
1482,Munno Para Primary School,,,"Maltarra Road, Munno Para SA 5115",(08) 8254 8322,(08) 8254 9231,Ms Belinda Kopania,dl.1482.Admin@schools.sa.edu.au,04,285,Primary Schools
0299,Murray Bridge North School R-7,,,"1 North Terrace, Murray Bridge SA 5253",(08) 8532 3055,(08) 8531 0004,Mr Kevin Lee,dl.0299.Admin@schools.sa.edu.au,15,566,Primary Schools
0950,Murray Bridge South Primary School,,,"54 Joyce Street, Murray Bridge SA 5253",(08) 8532 2155,(08) 8531 0083,Mr Graham Alder,dl.0950.Admin@schools.sa.edu.au,15,316,Primary Schools
0301,Mylor Primary School,,,"220 Strathalbyn Road, Mylor SA 5153",(08) 8388 5345,(08) 8388 5701,Miss Ngari Boehm,dl.0301.Admin@schools.sa.edu.au,12,37,Primary Schools
0302,Mypolonga Primary School,,,Mypolonga SA 5254,(08) 8535 4191,(08) 8535 4160,Ms Rita O'Brien,dl.0302.Admin@schools.sa.edu.au,15,131,Primary Schools
0303,Myponga Primary School,,,"Hutchinson Street, Myponga SA 5202",(08) 8558 6267,(08) 8558 6001,Ms Annette Slater,dl.0303.Admin@schools.sa.edu.au,12,134,Primary Schools
0305,Nailsworth Primary School,,,"2 Balfour Street, Nailsworth SA 5083",(08) 8269 4622,(08) 8269 5330,Mrs Sharron Ward,dl.0305.Admin@schools.sa.edu.au,07,544,Primary Schools
0306,Nairne Primary School,,"PO Box 105, Nairne SA 5252","5 Saleyard Road, Nairne SA 5252",(08) 8388 6116,(08) 8388 6931,Ms Leesa Shepherd,dl.0306.Admin@schools.sa.edu.au,12,541,Primary Schools
0592,Nangwarry Primary School,,,"Whitford Crescent, Nangwarry SA 5277",(08) 8739 7241,(08) 8739 7292,Mr Ross Everingham,dl.0592.Admin@schools.sa.edu.au,14,46,Primary Schools
0308,Napperby Primary School,,"PMB 13, Port Pirie SA 5540","Oaks Road, Napperby SA 5540",(08) 8634 4309,(08) 8634 4075,Mr David Manuel,dl.0308.Admin@schools.sa.edu.au,19,41,Primary Schools
0309,Naracoorte Primary School,,"PO Box 534, Naracoorte SA 5271","Park Terrace, Naracoorte SA 5271",(08) 8762 2277,(08) 8762 1677,Ms Marie Riddle,dl.0309.Admin@schools.sa.edu.au,15,429,Primary Schools
0936,Naracoorte South Primary School,,"PO Box 746, Naracoorte SA 5271","Cedar Avenue, Naracoorte SA 5271",(08) 8762 2977,(08) 8762 1681,Mrs Anna Young,dl.0936.Admin@schools.sa.edu.au,15,199,Primary Schools
0970,Newbery Park Primary School,,,"Bridges Street, Millicent SA 5280",(08) 8733 2864,(08) 8733 2377,Mr Stuart Miller,dl.0970.Admin@schools.sa.edu.au,14,125,Primary Schools
0677,Nicolson Avenue Primary School,,,"Nicolson Avenue, Whyalla Norrie SA 5608",(08) 8645 7955,(08) 8645 1837,Mrs Julie Moretti,dl.0677.Admin@schools.sa.edu.au,20,541,Primary Schools
1068,Noarlunga Downs Primary School,,,"Canterbury Crescent, Noarlunga Downs SA 5168",(08) 8384 4395,(08) 8326 3519,Ms Gaynor Steele,dl.1068.Admin@schools.sa.edu.au,16,175,Primary Schools
0179,North Adelaide Primary School,,,"62-80 Tynte Street, North Adelaide SA 5006",(08) 8267 1644,(08) 8267 1287,Mr Steve Marshall,dl.0179.Admin@schools.sa.edu.au,07,302,Primary Schools
1375,North Haven School,,,"Tapping Crescent, North Haven SA 5018",(08) 8248 3011,(08) 8341 8214,Ms Robyn Ravalico,dl.1375.Admin@schools.sa.edu.au,10,277.8,Primary Schools
1183,North Ingle School,,"PO Box 96, Para Hills SA 5096","7 Rothwell Avenue, Ingle Farm SA 5098",(08) 8264 7498,(08) 8396 1778,Ms Dina Zunis,dl.1183.Admin@schools.sa.edu.au,06,115,Primary Schools
0314,Northfield Primary School,,,"North Avenue, Northfield SA 5085",(08) 8262 2607,(08) 8349 7830,Mr Marcus Knill,dl.0314.Admin@schools.sa.edu.au,05,305,Primary Schools
0316,Norton Summit Primary School,,,"15 Crescent Drive, Norton Summit SA 5136",(08) 8390 1771,(08) 8390 1063,Ms Julie Mattiske,dl.0316.Admin@schools.sa.edu.au,12,52,Primary Schools
0131,Norwood Primary School,,,"37 Osmond Terrace, Norwood SA 5067",(08) 8362 4666,(08) 8362 0102,Ms Nicola Brelsford,dl.0131.Admin@schools.sa.edu.au,08,377,Primary Schools
0318,Nuriootpa Primary School,,,"15 Buna Terrace, Nuriootpa SA 5355",(08) 8562 1040,(08) 8562 1958,Ms Jill Hess,dl.0318.Admin@schools.sa.edu.au,11,310,Primary Schools
0313,Old Noarlunga Primary School,,"PO Box 69, Old Noarlunga SA 5168","Malpas Street, Old Noarlunga SA 5168",(08) 8386 2093,(08) 8386 3587,Ms Rebecca Moore,dl.0313.Admin@schools.sa.edu.au,17,79,Primary Schools
0322,One Tree Hill Primary School,,,"McGilp Road, One Tree Hill SA 5114",(08) 8280 7027,(08) 8280 7520,Ms Sharyn Roberts,dl.0322.Admin@schools.sa.edu.au,06,201,Primary Schools
1060,O'Sullivan Beach Primary School,,,"51 Galloway Road, O'Sullivan Beach SA 5166",(08) 8382 5888,(08) 8326 3578,Mrs Sally Menadue,dl.1060.Admin@schools.sa.edu.au,16,200,Primary Schools
0325,Owen Primary School,,"c/- Post Office, Owen SA 5460","Fourth Street, Owen SA 5460",(08) 8528 6116,(08) 8528 6004,Ms Cheryl Glenie,dl.0325.Admin@schools.sa.edu.au,11,59,Primary Schools
0593,Padthaway Primary School,,,"Vogelsang Road, Padthaway SA 5271",(08) 8765 5028,(08) 8765 5109,Ms Cathie Biggins,dl.0593.Admin@schools.sa.edu.au,15,58,Primary Schools
0326,Palmer Primary School,,,"Olive Grove Avenue, Palmer SA 5237",(08) 8569 4050,(08) 8569 4124,Ms Lynne Noll,dl.0326.Admin@schools.sa.edu.au,15,29,Primary Schools
0935,Para Hills School P-7,,"PO Box 240, Para Hills SA 5096","2 Frances Avenue, Para Hills SA 5096",(08) 8264 2033,(08) 8396 1934,Mr Peter Reid,dl.0935.Admin@schools.sa.edu.au,06,271,Primary Schools
1045,Para Hills West Primary School,,,"21 Balkara Road, Para Hills West SA 5096",(08) 8258 2216,(08) 8281 5837,Ms Robyn Calvesbert,dl.1045.Admin@schools.sa.edu.au,06,284.5,Primary Schools
1048,Para Vista Primary School,,,"351 Montague Road, Para Vista SA 5093",(08) 8264 9588,(08) 8396 1987,Ms Terena Pope,dl.1048.Admin@schools.sa.edu.au,06,344,Primary Schools
0327,Paracombe Primary School,,,"4 Harvey Road, Paracombe SA 5132",(08) 8380 5216,(08) 8380 5620,Mr Bill Lewis,dl.0327.Admin@schools.sa.edu.au,06,69,Primary Schools
0973,Paradise Primary School,,,"100 George Street, Paradise SA 5075",(08) 8336 3155,(08) 8336 9323,Mr Chris Warnest,dl.0973.Admin@schools.sa.edu.au,08,205,Primary Schools
0537,Parafield Gardens R-7 School,,,"23 Shepherdson Road, Parafield Gardens SA 5107",(08) 8258 1816,(08) 8281 5857,Mr Simon Harding,dl.0537.Admin@schools.sa.edu.au,03,516,Primary Schools
0668,Paringa Park Primary School,,,"21 Bowker Street, North Brighton SA 5048",(08) 8296 8904,(08) 8296 9401,Mr Philip Reid,dl.0668.Admin@schools.sa.edu.au,10,441,Primary Schools
0328,Parkside Primary School,,,"12 Robsart Street, Parkside SA 5063",(08) 8271 2437,(08) 8373 3075,Ms Suzanne Sangster,dl.0328.Admin@schools.sa.edu.au,07,335,Primary Schools
0337,Pennington Primary School,,,"Butler Avenue, Pennington SA 5013",(08) 8447 1933,(08) 8447 5575,Ms Georgina Grinsted,dl.0337.Admin@schools.sa.edu.au,09,243,Primary Schools
0763,Penola Primary School,,"PO Box 125, Penola SA 5277","Riddoch Street, Penola SA 5277",(08) 8737 2300,(08) 8737 2877,Mr Paul Harmer,dl.0763.Admin@schools.sa.edu.au,14,194,Primary Schools
0338,Penong Primary School,,,Penong SA 5690,(08) 8625 1017,(08) 8625 1009,Mrs Karen Murray,dl.0338.Admin@schools.sa.edu.au,18,24,Primary Schools
, Coorabie Rural School-Annexe of Penong PS,,"PMB 2, Coorabie SA 5690",Coorabie SA 5690,(08) 8625 6154,(08) 8625 6105,,dl.0731.Admin@schools.sa.edu.au,09,,Primary Schools
0339,Peterborough Primary School,,,"75 Bridges Street, Peterborough SA 5422",(08) 8651 2102,(08) 8651 2921,Ms Helyn Strokowsky,dl.0339.Admin@schools.sa.edu.au,19,101,Primary Schools
1059,Pimpala Primary School,,,"24 Vanstone Avenue, Morphett Vale SA 5162",(08) 8326 0900,(08) 8326 3526,Ms Linda Olifent,dl.1059.Admin@schools.sa.edu.au,17,357,Primary Schools
0764,Pinnaroo Primary School,,,"Bundey Terrace, Pinnaroo SA 5304",(08) 8577 8176,(08) 8577 8352,Mr Sunyl Vogt,dl.0764.Admin@schools.sa.edu.au,15,71,Primary Schools
1879,Playford Primary School,,,"216-220 Adams Road, Craigmore SA 5114",(08) 8284 3065,(08) 8284 3061,Mr Mark Taylor,dl.1879_info@schools.sa.edu.au,06,730,Primary Schools
0346,Plympton Primary School,,,"19 Owen Street, Plympton SA 5038",(08) 8293 1227,(08) 8297 1582,Mr Tom O'Callaghan,dl.0346.Admin@schools.sa.edu.au,10,299,Primary Schools
0351,Poonindie Community Learning Centre,,"Private Bag 94, Port Lincoln SA 5607","Hirschausen Road, Poonindie SA 5607",(08) 8684 6067,(08) 8684 6057,Mrs Robyn Kenny,dl.0351.Admin@schools.sa.edu.au,18,69,Primary Schools
0352,Pooraka Primary School,,,"11 South Terrace, Pooraka SA 5095",(08) 8262 1010,(08) 8349 7838,Ms Joanna Everett,dl.0352.Admin@schools.sa.edu.au,06,281,Primary Schools
0355,Port Augusta West Primary School,,,"46 Mildred Street, Port Augusta West SA 5700",(08) 8642 2637,(08) 8642 3432,Mrs Cathy Bornholm,dl.0355.Admin@schools.sa.edu.au,20,285.8,Primary Schools
0356,Port Elliot Primary School,,,"4 Cameron Street, Port Elliot SA 5212",(08) 8554 3399,(08) 8554 2444,Mr Brenton Hudson,dl.0356.Admin@schools.sa.edu.au,13,325,Primary Schools
0358,Port Kenny Primary School,,,"Little Street, Port Kenny SA 5671",(08) 8625 5020,(08) 8625 5036,Ms Sue McComb,dl.0358.Admin@schools.sa.edu.au,18,19,Primary Schools
0359,Port Lincoln Primary School,,"PO Box 2178, Port Lincoln SA 5606","Lincoln Place, Port Lincoln SA 5606",(08) 8682 1544,(08) 8682 6263,Mr Brian Gabb,dl.0359.Admin@schools.sa.edu.au,18,493,Primary Schools
0361,Port Neill Primary School,,"Box 64, Port Neill SA 5604",Port Neill SA 5604,(08) 8688 9029,(08) 8688 9128,Mr Stephen Errock,dl.0361.Admin@schools.sa.edu.au,18,14,Primary Schools
0362,Port Noarlunga Primary School,,,"10 James Avenue, Port Noarlunga SA 5167",(08) 8382 2455,(08) 8326 3530,Ms Heather Walker,dl.0362.Admin@schools.sa.edu.au,17,428,Primary Schools
0363,Port Pirie West Primary School,,,"214 The Terrace, Port Pirie SA 5540",(08) 8632 3777,(08) 8632 5062,Ms June Goode,dl.0363.Admin@schools.sa.edu.au,19,250,Primary Schools
0365,Port Vincent Primary School,,"PO Box 1165, Port Vincent SA 5581","Minlacowie Road, Port Vincent SA 5581",(08) 8853 7027,(08) 8853 7023,Ms Kerry-Ann Pointon,dl.0365.Admin@schools.sa.edu.au,02,20,Primary Schools
0366,Port Wakefield Primary School,,,"22 Mine Street, Port Wakefield SA 5550",(08) 8867 1012,(08) 8867 1001,Ms Jennifer Gordon,dl.0366.Admin@schools.sa.edu.au,11,49,Primary Schools
0570,Prospect North Primary School,,,"30 Stuart Road, Prospect SA 5082",(08) 8344 4604,(08) 8344 3697,Ms Julie Hopkinson,dl.0570.Admin@schools.sa.edu.au,07,267,Primary Schools
0368,Prospect Primary School,,,"27 Gladstone Road, Prospect SA 5082",(08) 8344 5696,(08) 8344 2993,Mrs Lynne-Maree Hastings,dl.0368.Admin@schools.sa.edu.au,07,416,Primary Schools
0372,Ramco Primary School,,"PMB 16, Waikerie SA 5330",Ramco SA 5322,(08) 8541 2984,(08) 8541 2756,Miss Deb Halligan,dl.0372.Admin@schools.sa.edu.au,01,83,Primary Schools
0650,Rapid Bay Primary School,,"c/- Post Office, Rapid Bay SA 5204","Essington Lewis Drive, Rapid Bay SA 5204",(08) 8598 4062,(08) 8598 4116,Mr Chris Heartfield,dl.0650.Admin@schools.sa.edu.au,13,34,Primary Schools
1090,Redwood Park Primary School,,"PO Box 909, St Agnes SA 5097","2-10 Lokan Street, Redwood Park SA 5097",(08) 8263 8333,(08) 8396 1713,Mrs Winsome Dowdy,dl.1090.Admin@schools.sa.edu.au,03,438,Primary Schools
0290,Reidy Park Primary School,,,"O'Halloran Terrace, Mount Gambier SA 5290",(08) 8725 3381,(08) 8725 0576,Ms Christine Sheldon,dl.0290.Admin@schools.sa.edu.au,14,622,Primary Schools
0375,Rendelsham Primary School,,"c/- Post Office, Rendelsham SA 5280","Nilsson Street, Rendelsham SA 5280",(08) 8735 4236,(08) 8735 4296,Ms Sandra Stewart,dl.0375.Admin@schools.sa.edu.au,14,45,Primary Schools
0377,Renmark North Primary School,,"PMB 2, Renmark SA 5341","Warrego Street, Renmark North SA 5341",(08) 8595 3274,(08) 8595 3003,Mr Greg Platt,dl.0377.Admin@schools.sa.edu.au,01,191,Primary Schools
0376,Renmark Primary School,,,"58 Murtho Street, Renmark SA 5341",(08) 8586 5737,(08) 8586 4020,Ms Lyn Bretag,dl.0376.Admin@schools.sa.edu.au,01,382,Primary Schools
0378,Renmark West Primary School,,,"327 Tarcoola Street, Renmark SA 5341",(08) 8595 1340,(08) 8595 1226,Ms Judy Cottam,dl.0378.Admin@schools.sa.edu.au,01,183,Primary Schools
0379,Reynella Primary School,,,"55-63 Concord Drive, Old Reynella SA 5161",(08) 8381 1493,(08) 8322 2939,Mr Steve Freeman,dl.0379.Admin@schools.sa.edu.au,17,446,Primary Schools
1044,Reynella South Primary School,,,"119-135 Sherriffs Road, Reynella SA 5161",(08) 8381 1407,(08) 8381 4932,Ms Barb Hall,dl.1044.Admin@schools.sa.edu.au,17,215,Primary Schools
0381,Richmond Primary School,,,"8 Surrey Road, Keswick SA 5035",(08) 8293 1863,(08) 8297 1782,Tracey Davies,dl.0381.Admin@schools.sa.edu.au,10,287,Primary Schools
1051,Ridgehaven Primary School,,,"479 Milne Road, Ridgehaven SA 5097",(08) 8264 5277,(08) 8396 1715,Ms Jean Perks,dl.1051.Admin@schools.sa.edu.au,03,330,Primary Schools
0685,Risdon Park Primary School,,,"Kingston Road, Port Pirie SA 5540",(08) 8632 2226,(08) 8632 5085,Ms Carolyn Clinton,dl.0685.Admin@schools.sa.edu.au,19,438,Primary Schools
1427,Riverdale Primary School,,,"15 de Mille Street, Salisbury Downs SA 5108",(08) 8281 7166,(08) 8281 7178,Ms Kathryn Gilmour,dl.1427.Admin@schools.sa.edu.au,03,322,Primary Schools
0383,Riverton Primary School,,,"21 Swinden Street, Riverton SA 5412",(08) 8847 2206,(08) 8847 2450,Ms Sharon Brightwell,dl.0383.Admin@schools.sa.edu.au,11,131,Primary Schools
0384,Robe Primary School,,"PO Box 146, Robe SA 5276","Union Street, Robe SA 5276",(08) 8768 2168,(08) 8768 2474,Mr Chris McLay,dl.0384.Admin@schools.sa.edu.au,14,89,Primary Schools
0385,Robertstown Primary School,,"PO Box 19, Robertstown SA 5381","Corey Street, Robertstown SA 5381",(08) 8581 7127,(08) 8581 7003,Ms Angela Jenkins,dl.0385.Admin@schools.sa.edu.au,11,29,Primary Schools
0169,Rose Park Primary School,,,"54 Alexandra Avenue, Rose Park SA 5067",(08) 8331 7521,(08) 8332 0052,Mr Brett Darcy,dl.0169.Admin@schools.sa.edu.au,08,512,Primary Schools
0387,Roseworthy Primary School,,,"Gartrell Street, Roseworthy SA 5371",(08) 8524 8032,(08) 8524 8254,Mr Matthew Saunders,dl.0387.Admin@schools.sa.edu.au,11,212,Primary Schools
0389,Saddleworth Primary School,,,"7 Saddle Road, Saddleworth SA 5413",(08) 8847 4227,(08) 8847 4003,Mr Sheree Mader,dl.0389.Admin@schools.sa.edu.au,11,61,Primary Schools
1194,Salisbury Downs Primary School,,"PO Box 224, Salisbury SA 5108","39 Paramount Road, Salisbury Downs SA 5108",(08) 8258 7560,(08) 8281 5860,Mr Ian Marlow,dl.1194.Admin@schools.sa.edu.au,05,312,Primary Schools
1177,Salisbury Heights Primary School,,,"9 Ward Street, Salisbury Heights SA 5109",(08) 8258 7299,(08) 8281 5861,Ms Katherine Holman,dl.1177.Admin@schools.sa.edu.au,04,407,Primary Schools
0664,Salisbury North R-7 School,,,"38 Bagster Road, Salisbury North SA 5108",(08) 8258 1519,(08) 8281 5862,Mr Michael Legg,dl.0664.Admin@schools.sa.edu.au,05,421,Primary Schools
1140,Salisbury Park Primary School,,"PO Box 910, Salisbury SA 5108","66 Goddard Drive, Salisbury Park SA 5109",(08) 8281 6422,(08) 8281 5864,Mr Graham Elliott,dl.1140.Admin@schools.sa.edu.au,04,211,Primary Schools
1041,Salisbury Primary School,,"PO Box 361, Salisbury SA 5108","10 Compuda Street, Salisbury SA 5108",(08) 8258 1335,(08) 8281 5868,Ms Carol Scerri,dl.1041.Admin@schools.sa.edu.au,05,416,Primary Schools
0395,Sandy Creek Primary School,,"c/- Post Office, Cockatoo Valley SA 5351","Davies Road, Cockatoo Valley SA 5351",(08) 8524 4164,(08) 8524 4764,Ms Janice Roberts,dl.0395.Admin@schools.sa.edu.au,11,74,Primary Schools
0396,Scott Creek Primary School,,,"519 Scott Creek Road, Scott Creek SA 5153",(08) 8388 2251,(08) 8388 2447,Ms Sue Zecchin,dl.0396.Admin@schools.sa.edu.au,12,57,Primary Schools
0913,Seacliff Primary School,,,"Barwell Avenue, Seacliff SA 5049",(08) 8296 1950,(08) 8296 5729,Mr Greg Miller,dl.0913.Admin@schools.sa.edu.au,17,399.8,Primary Schools
1207,Seaford K-7 A Birth to Year 7 Campus,,,"39 Jane Street, Port Noarlunga South SA 5167",(08) 8386 1197,(08) 8386 3745,Ms Lisa Bryant,dl.1207.Admin@schools.sa.edu.au,17,248,Primary Schools
1855,Seaford Rise Primary School,,,"Grand Boulevard, Seaford Rise SA 5169",(08) 8327 0232,(08) 8327 0004,Ms Yannoula Michael,dl.1855.Admin@schools.sa.edu.au,17,413,Primary Schools
0397,Seaton Park Primary School,,,"80 Balcombe Avenue, Seaton SA 5023",(08) 8356 2422,(08) 8235 1379,Ms Pina Fitzharris,dl.0397.Admin@schools.sa.edu.au,09,172,Primary Schools
0984,Seaview Downs Primary School,,,"26-44 Ross Street, Seaview Downs SA 5049",(08) 8298 1327,(08) 8298 3155,Ms Kate Martin,dl.0984.Admin@schools.sa.edu.au,17,226,Primary Schools
1851,Settlers Farm Campus R-7,,"PO Box 605, Salisbury South SA 5106","23 Barassi Street, Paralowie SA 5108",(08) 8280 6866,(08) 8280 6403,Ms Tanya Oshinsky,dl.1851.Admin@schools.sa.edu.au,03,789,Primary Schools
1537,Sheidow Park Primary School,,,"21-43 Adams Road, Sheidow Park SA 5158",(08) 8381 8911,(08) 8381 8509,Ms Jenny Engelhardt,dl.1537.Admin@schools.sa.edu.au,17,183,Primary Schools
0742,Snowtown Primary School,,,"31 Glen Davidson Drive, Snowtown SA 5520",(08) 8865 2006,(08) 8865 2082,Ms Fiona Love,dl.0742.Admin@schools.sa.edu.au,02,51,Primary Schools
0406,Solomontown Primary School,,,"79 Three Chain Road, Port Pirie SA 5540",(08) 8632 2191,(08) 8632 5090,Ms Sandra Mauger,dl.0406.Admin@schools.sa.edu.au,19,251,Primary Schools
1038,South Downs Primary School,,,"Mavros Road, Elizabeth Downs SA 5113",(08) 8255 6380,(08) 8287 1564,Mr Graeme Robertson,dl.1038.Admin@schools.sa.edu.au,06,179,Primary Schools
0407,Spalding Primary School,,,"Edgeware Avenue, Spalding SA 5454",(08) 8845 2139,(08) 8845 2039,Ms Jessica Abraham,dl.0407.Admin@schools.sa.edu.au,02,21,Primary Schools
0408,Springton Primary School,,,Springton SA 5235,(08) 8568 2254,(08) 8568 2162,Ms Michelle Barnes,dl.0408.Admin@schools.sa.edu.au,06,33,Primary Schools
1091,St Agnes Primary School,,,"250 Smart Road, St Agnes SA 5097",(08) 8263 3541,(08) 8396 1716,Mr David Cowles,dl.1091.Admin@schools.sa.edu.au,03,212,Primary Schools
0391,St Leonards Primary School,,,"Jervois Street, Glenelg North SA 5045",(08) 8294 9811,(08) 8295 2568,Ms Linda Richardson,dl.0391.Admin@schools.sa.edu.au,10,312,Primary Schools
0411,Stansbury Primary School,,"PO Box 11, Stansbury SA 5582","North Terrace, Stansbury SA 5582",(08) 8852 4286,(08) 8852 4173,Kim Hoskins,dl.0411.Admin@schools.sa.edu.au,02,28,Primary Schools
0413,Stirling East Primary School,,,"51 Braeside Road, Stirling SA 5152",(08) 8339 1420,(08) 8370 9673,Ms Alexandra Wooller,dl.0413.Admin@schools.sa.edu.au,12,512.4,Primary Schools
1481,Stirling North Primary School,,"PO Box 1711, Port Augusta SA 5700","Beckman Street, Stirling North SA 5710",(08) 8643 6020,(08) 8643 6277,Ms Rosie Gilsenan-Reed,dl.1481.Admin@schools.sa.edu.au,20,288,Primary Schools
0923,Stradbroke School,,,"73 Koonga Avenue, Rostrevor SA 5073",(08) 8337 2861,(08) 8337 0041,Ms Elizabeth Lamont,dl.0923.Admin@schools.sa.edu.au,07,749,Primary Schools
1881,Sturt Street Community School,,,"221-239 Sturt Street, Adelaide SA 5000",(08) 8231 3100,(08) 8231 3188,Ms Pat Cardone,dl.1881.Admin@schools.sa.edu.au,07,170,Primary Schools
1100,Surrey Downs R-7 School,,,"16-24 Vine Street, Surrey Downs SA 5126",(08) 8251 1393,(08) 8289 1691,Ms Cathy McAuley,dl.1100.Admin@schools.sa.edu.au,03,218,Primary Schools
0422,Suttontown Primary School,,"PO Box 9110, Mount Gambier SA 5291","Pine Hall Avenue, Suttontown SA 5291",(08) 8725 4047,(08) 8725 0081,Mr Chris Edmonds,dl.0422.Admin@schools.sa.edu.au,14,104,Primary Schools
1062,Swallowcliffe School P-7,,,"cnr Oldford St & Swallowcliffe Rd, Davoren Park SA 5113",(08) 8255 2908,(08) 8287 0559,Mr Grant Small,dl.1062.Admin@schools.sa.edu.au,04,394,Primary Schools
0424,Tailem Bend Primary School,,,"1 Murray Street, Tailem Bend SA 5260",(08) 8572 3266,(08) 8572 3026,Mr Noel Kneebone,dl.0424.Admin@schools.sa.edu.au,15,138,Primary Schools
0426,Tantanoola Primary School,,,"Randall Street, Tantanoola SA 5280",(08) 8734 4180,(08) 8734 4001,Ms Moira Neagle,dl.0426.Admin@schools.sa.edu.au,14,29,Primary Schools
0427,Tanunda Primary School,,,"Research Road, Tanunda SA 5352",(08) 8563 2318,(08) 8563 2187,Mr Con Karvouniaris,dl.0427.Admin@schools.sa.edu.au,11,439,Primary Schools
0430,Tarlee Primary School,,,"38-42 Craig Street, Tarlee SA 5411",(08) 8528 5301,(08) 8528 5218,Ms Allison Tilley,dl.0430.Admin@schools.sa.edu.au,11,18,Primary Schools
0432,Tea Tree Gully Primary School,,,"7-9 Neale Street, Tea Tree Gully SA 5091",(08) 8264 2677,(08) 8396 1718,Mr Grant Dolejs,dl.0432.Admin@schools.sa.edu.au,03,167,Primary Schools
1777,The Pines School,,"PO Box 576, Salisbury South SA 5106","42 Andrew Smith Drive, Parafield Gardens SA 5107",(08) 8281 2199,(08) 8281 5858,Mrs Cherie Collings,dl.1777.Admin@schools.sa.edu.au,03,431,Primary Schools
1664,Thiele Primary School,,,"2 Campus Drive, Aberfoyle Park SA 5159",(08) 8270 4222,(08) 8270 4773,Mr Shaun Coghlan,dl.1664.Admin@schools.sa.edu.au,16,343,Primary Schools
1154,Thorndon Park Primary School,,,"71 Stradbroke Road, Athelstone SA 5076",(08) 8337 2050,(08) 8337 5890,Miss Gina Perrotta,dl.1154.Admin@schools.sa.edu.au,08,222,Primary Schools
1285,Torrensville Primary School,,,"Hayward Avenue, Torrensville SA 5031",(08) 8443 7355,(08) 8234 2491,Mr John McCade,dl.1285.Admin@schools.sa.edu.au,10,284,Primary Schools
0474,Trinity Gardens Primary School,,,"160 Portrush Road, Trinity Gardens SA 5068",(08) 8431 4170,(08) 8332 3041,Ms Jan Carey,dl.0474.Admin@schools.sa.edu.au,07,664.8,Primary Schools
0442,Truro Primary School,,,"1 Burr Street, Truro SA 5356",(08) 8564 0212,(08) 8564 0306,Ms Di Hancock,dl.0442.Admin@schools.sa.edu.au,01,52,Primary Schools
0444,Two Wells Primary School,,,"Gawler Road, Two Wells SA 5501",(08) 8520 2277,(08) 8520 2583,Ms Lynda Fitzpatrick-Brown,dl.0444.Admin@schools.sa.edu.au,11,333,Primary Schools
0446,Ungarra Primary School,,,"Ashman Terrace, Ungarra SA 5607",(08) 8688 8029,(08) 8688 8058,Ms Sarah Chase,dl.0446.Admin@schools.sa.edu.au,18,43,Primary Schools
0447,Unley Primary School,,,"222 Wattle Street, Unley SA 5061",(08) 8272 9323,(08) 8373 3085,Mr Peter O'Sullivan,dl.0447.Admin@schools.sa.edu.au,07,512,Primary Schools
